Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Browse Exists,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec
184,LO81120812013359LGN00,LO81120812013359LGN00,1,N,LO81120812013359LGN00, 112, 081, 112, 081,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:06:14.0757414,2013:359:02:06:46.0760646,9,.93,61.31419534,83.98889985,4.76,4.728,Yes,30°18'22.28"S,117°01'03.94"E,29°15'04.93"S,116°16'29.28"E,29°38'03.59"S,118°12'45.11"E,31°21'42.59"S,117°46'40.26"E,30°58'22.01"S,115°48'21.56"E,-30.30619,117.01776,-29.25137,116.2748,-29.63433,118.21253,-31.36183,117.77785,-30.97278,115.80599
185,LO81120822013359LGN00,LO81120822013359LGN00,1,N,LO81120822013359LGN00, 112, 082, 112, 082,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:06:38.0759838,2013:359:02:07:10.0763010,9,.25,60.89554833,81.61369963,5.38,5.548,Yes,31°44'32.68"S,116°38'14.06"E,30°41'12.19"S,115°53'04.70"E,31°04'21.22"S,117°51'06.08"E,32°47'55.18"S,117°24'29.77"E,32°24'23.22"S,115°24'16.60"E,-31.74241,116.63724,-30.68672,115.88464,-31.07256,117.85169,-32.79866,117.40827,-32.40645,115.40461
186,LO81120832013359LGN00,LO81120832013359LGN00,1,N,LO81120832013359LGN00, 112, 083, 112, 083,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:07:02.0762202,2013:359:02:07:34.0765434,9,.63,60.41725704,79.33019489,5.638,5.85,Yes,33°10'38.03"S,116°14'52.91"E,32°07'13.98"S,115°29'06.58"E,32°30'34.38"S,117°29'01.36"E,34°14'02.90"S,117°01'50.66"E,33°50'18.56"S,114°59'34.73"E,-33.17723,116.24803,-32.12055,115.48516,-32.50955,117.48371,-34.23414,117.03074,-33.83849,114.99298
187,LO81120182013359LGN00,LO81120182013359LGN00,1,N,LO81120182013359LGN00, 112, 018, 112, 018,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:41:08.0606808,2013:359:01:41:40.0610040,9,10.7,6.09013175,168.81794287,10.78,11.845,Yes,60°05'36.20"N,142°30'10.30"E,61°11'29.87"N,141°22'48.76"E,60°38'16.22"N,144°43'54.01"E,58°58'35.58"N,143°32'32.03"E,59°30'45.00"N,140°20'41.21"E,60.09339,142.50286,61.19163,141.38021,60.63784,144.73167,58.97655,143.54223,59.5125,140.34478
188,LO81120192013359LGN00,LO81120192013359LGN00,1,N,LO81120192013359LGN00, 112, 019, 112, 019,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:41:32.0609232,2013:359:01:42:04.0612404,9,4.6,7.37438552,168.05774966,13.667,12.588,Yes,58°42'14.87"N,141°36'41.87"E,59°47'49.34"N,140°30'51.37"E,59°15'41.36"N,143°44'15.68"E,57°35'33.97"N,142°37'55.20"E,58°06'45.43"N,139°33'02.27"E,58.70413,141.61163,59.79704,140.51427,59.26149,143.73769,57.59277,142.632,58.11262,139.55063
189,LO81120202013359LGN00,LO81120202013359LGN00,1,N,LO81120202013359LGN00, 112, 020, 112, 020,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:41:56.0611656,2013:359:01:42:28.0614828,9,4,8.65774576,167.34314183,11.693,12.094,Yes,57°18'35.39"N,140°46'51.20"E,58°23'52.26"N,139°42'30.89"E,57°52'43.32"N,142°48'50.76"E,56°12'12.46"N,141°46'55.24"E,56°42'31.61"N,138°48'27.65"E,57.30983,140.78089,58.39785,139.70858,57.8787,142.8141,56.20346,141.78201,56.70878,138.80768
190,LO81120232013359LGN00,LO81120232013359LGN00,1,N,LO81120232013359LGN00, 112, 023, 112, 023,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:43:08.0618808,2013:359:01:43:39.0621939,9,8.38,12.49963394,165.40380683,9.013,9.628,Yes,53°06'09.50"N,138°35'05.14"E,54°10'44.44"N,137°34'54.08"E,53°41'58.16"N,140°23'19.50"E,52°00'30.96"N,139°31'51.06"E,52°28'43.50"N,136°49'41.09"E,53.10264,138.58476,54.17901,137.58169,53.69949,140.38875,52.0086,139.53085,52.47875,136.82808
191,LO81120242013359LGN00,LO81120242013359LGN00,1,N,LO81120242013359LGN00, 112, 024, 112, 024,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:43:32.0621232,2013:359:01:44:03.0624303,9,3.6,13.7770512,164.80657635,9.553,11.523,Yes,51°41'35.70"N,137°55'59.99"E,52°45'58.97"N,136°57'08.32"E,52°17'52.26"N,139°40'23.77"E,50°36'09.79"N,138°51'40.79"E,51°03'46.98"N,136°14'13.96"E,51.69325,137.93333,52.76638,136.95231,52.29785,139.67327,50.60272,138.86133,51.06305,136.23721
192,LO81120252013359LGN00,LO81120252013359LGN00,1,N,LO81120252013359LGN00, 112, 025, 112, 025,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:43:55.0623555,2013:359:01:44:27.0626727,9,18.11,15.05213088,164.22639132,6.475,7.415,Yes,50°16'52.64"N,137°18'54.79"E,51°21'05.29"N,136°21'20.48"E,50°53'34.87"N,138°59'46.18"E,49°11'38.18"N,138°13'31.37"E,49°38'42.83"N,135°40'29.68"E,50.28129,137.31522,51.35147,136.35569,50.89302,138.99616,49.19394,138.22538,49.64523,135.67491
193,LO80800112013294LGN00,LO80800112013294LGN00,1,N,LO80800112013294LGN00, 080, 011, 080, 011,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/10/21,2013:294:22:20:57.8045757,2013:294:22:21:28.8048828,9,8.47,9.51564679,-179.9006439,11.924,10.409,Yes,69°36'23.00"N,159°04'16.28"W,70°45'40.07"N,160°18'33.77"W,69°59'59.06"N,155°41'43.08"W,68°26'04.81"N,157°58'44.72"W,69°09'03.53"N,162°19'16.32"W,69.60639,-159.07119,70.76113,-160.30938,69.99974,-155.6953,68.43467,-157.97909,69.15098,-162.3212
194,LO80800102013294LGN00,LO80800102013294LGN00,1,N,LO80800102013294LGN00, 080, 010, 080, 010,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/10/21,2013:294:22:20:33.8043333,2013:294:22:21:05.8046505,9,17.65,8.18840524,-178.11612705,7.891,6.102,Yes,70°55'00.08"N,157°10'18.91"W,72°04'57.58"N,158°23'36.20"W,71°16'27.77"N,153°32'20.29"W,69°44'05.10"N,156°06'24.44"W,70°29'28.21"N,160°40'14.02"W,70.91669,-157.17192,72.08266,-158.39339,71.27438,-153.53897,69.73475,-156.10679,70.49117,-160.67056
195,LO80670182013203LGN01,LO80670182013203LGN01,1,N,LO80670182013203LGN01, 067, 018, 067, 018,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/07/22,2013:203:21:03:33.7581333,2013:203:21:04:04.7584404,9,2.32,49.01518109,160.36385555,4.463,5.102,Yes,60°05'37.14"N,147°54'29.63"W,61°11'32.89"N,149°01'41.27"W,60°38'16.01"N,145°40'45.91"W,58°58'34.86"N,146°52'17.54"W,59°30'47.34"N,150°03'59.08"W,60.09365,-147.90823,61.19247,-149.02813,60.63778,-145.67942,58.97635,-146.87154,59.51315,-150.06641
196,LO80670172013203LGN01,LO80670172013203LGN01,1,N,LO80670172013203LGN01, 067, 017, 067, 017,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/07/22,2013:203:21:03:09.7578909,2013:203:21:03:40.7582040,9,15.68,47.83695574,162.07238885,4.92,4.669,Yes,61°28'38.53"N,146°56'43.37"W,62°34'55.16"N,148°05'21.37"W,62°00'26.03"N,144°36'12.31"W,60°21'15.16"N,145°53'29.29"W,60°54'31.10"N,149°12'37.55"W,61.47737,-146.94538,62.58199,-148.08927,62.00723,-144.60342,60.35421,-145.89147,60.90864,-149.21043
197,LO80670162013203LGN01,LO80670162013203LGN01,1,N,LO80670162013203LGN01, 067, 016, 067, 016,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/07/22,2013:203:21:02:45.7576545,2013:203:21:03:17.7579717,9,10.4,46.64493731,163.80226832,5.763,4.914,Yes,62°51'18.11"N,145°54'08.53"W,63°57'58.39"N,147°04'15.78"W,63°22'06.89"N,143°25'59.92"W,61°43'30.94"N,144°49'53.15"W,62°17'59.17"N,148°17'16.15"W,62.85503,-145.90237,63.96622,-147.07105,63.36858,-143.43331,61.72526,-144.83143,62.29977,-148.28782
198,LO81990332013168LGN00,LO81990332013168LGN00,1,N,LO81990332013168LGN00, 199, 033, 199, 033,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:45:19.3871919,2013:168:10:45:49.3874949,9,19.82,67.10797956,126.20246068,6.099,5.896,Yes,38°54'15.37"N,1°09'22.90"W,39°54'01.48"N,1°59'32.10"W,39°29'47.94"N,0°10'13.58"E,37°53'35.27"N,0°20'53.56"W,38°17'43.80"N,2°27'45.86"W,38.90427,-1.15636,39.90041,-1.99225,39.49665,.17044,37.89313,-.34821,38.2955,-2.46274
199,LO81990342013168LGN00,LO81990342013168LGN00,1,N,LO81990342013168LGN00, 199, 034, 199, 034,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:45:43.3874343,2013:168:10:46:13.3877313,9,10.13,67.69970418,122.81049402,4.978,5.053,Yes,37°28'28.02"N,1°35'25.44"W,38°28'09.73"N,2°24'43.38"W,38°04'12.76"N,0°17'32.24"W,36°27'53.39"N,0°47'41.03"W,36°51'46.80"N,2°52'10.16"W,37.47445,-1.5904,38.46937,-2.41205,38.07021,-.29229,36.46483,-.79473,36.863,-2.86949
200,LO81990352013168LGN00,LO81990352013168LGN00,1,N,LO81990352013168LGN00, 199, 035, 199, 035,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:46:07.3876707,2013:168:10:46:36.3879636,9,1.91,68.21497301,119.26527426,5.042,4.334,Yes,36°02'34.91"N,2°00'43.13"W,37°02'13.02"N,2°49'13.66"W,36°38'30.84"N,0°44'25.08"W,35°02'05.21"N,1°13'40.62"W,35°25'45.19"N,3°15'57.71"W,36.04303,-2.01198,37.03695,-2.82046,36.6419,-.7403,35.03478,-1.22795,35.42922,-3.26603
201,LO81990362013168LGN00,LO81990362013168LGN00,1,N,LO81990362013168LGN00, 199, 036, 199, 036,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:46:31.3879131,2013:168:10:47:00.3882000,9,.86,68.64799818,115.58048481,5.239,5.07,Yes,34°36'38.16"N,2°25'19.52"W,35°36'13.10"N,3°13'05.84"W,35°12'44.32"N,1°10'29.60"W,33°36'12.92"N,1°38'55.97"W,33°59'40.74"N,3°39'10.58"W,34.6106,-2.42209,35.60364,-3.21829,35.21231,-1.17489,33.60359,-1.64888,33.99465,-3.65294
202,LO81990372013168LGN00,LO81990372013168LGN00,1,N,LO81990372013168LGN00, 199, 037, 199, 037,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:46:54.3881454,2013:168:10:47:24.3884424,9,0,68.99373968,111.77448282,4.393,4.89,Yes,33°10'37.42"N,2°49'18.37"W,34°10'09.30"N,3°36'22.82"W,33°46'52.68"N,1°35'49.67"W,32°10'16.36"N,2°03'31.21"W,32°33'33.08"N,4°01'52.03"W,33.17706,-2.82177,34.16925,-3.60634,33.7813,-1.59713,32.17121,-2.05867,32.55919,-4.03112
203,LO81990382013168LGN00,LO81990382013168LGN00,1,N,LO81990382013168LGN00, 199, 038, 199, 038,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:47:18.3883818,2013:168:10:47:48.3886848,9,0,69.24796142,107.8706129,4.177,5.217,Yes,31°44'31.02"N,3°12'43.24"W,32°44'00.38"N,3°59'08.88"W,32°20'54.67"N,2°00'29.63"W,30°44'13.34"N,2°27'29.52"W,31°07'20.10"N,4°24'05.15"W,31.74195,-3.21201,32.73344,-3.9858,32.34852,-2.00823,30.73704,-2.4582,31.12225,-4.40143
204,LO81990392013168LGN00,LO81990392013168LGN00,1,N,LO81990392013168LGN00, 199, 039, 199, 039,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:47:42.3886242,2013:168:10:48:12.3889212,9,0,69.40721699,103.90174625,3.447,5.986,Yes,30°18'22.64"N,3°35'35.52"W,31°17'49.20"N,4°21'20.88"W,30°54'55.12"N,2°24'35.89"W,29°18'08.78"N,2°50'57.95"W,29°41'04.88"N,4°45'47.63"W,30.30629,-3.5932,31.297,-4.3558,30.91531,-2.40997,29.30244,-2.84943,29.68469,-4.76323
205,LO81990402013168LGN00,LO81990402013168LGN00,1,N,LO81990402013168LGN00, 199, 040, 199, 040,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:48:06.3888606,2013:168:10:48:36.3891636,9,0,69.46923012,99.90002313,3.732,6.534,Yes,28°52'09.91"N,3°57'59.33"W,29°51'34.27"N,4°43'06.20"W,29°28'51.02"N,2°48'08.82"W,27°51'59.36"N,3°13'55.85"W,28°14'45.46"N,5°07'05.77"W,28.86942,-3.96648,29.85952,-4.71839,29.48084,-2.80245,27.86649,-3.23218,28.24596,-5.11827
206,LO81990412013168LGN00,LO81990412013168LGN00,1,N,LO81990412013168LGN00, 199, 041, 199, 041,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:48:30.3891030,2013:168:10:49:00.3894000,9,.01,69.43319787,95.90230757,4.951,7.096,Yes,27°25'53.15"N,4°19'56.46"W,28°25'15.56"N,5°04'31.37"W,28°02'40.70"N,3°11'06.29"W,26°25'45.41"N,3°36'20.92"W,26°48'23.90"N,5°28'05.95"W,27.43143,-4.33235,28.42099,-5.07538,28.04464,-3.18508,26.42928,-3.60581,26.80664,-5.46832
207,LO81990422013168LGN00,LO81990422013168LGN00,1,N,LO81990422013168LGN00, 199, 042, 199, 042,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:48:54.3893454,2013:168:10:49:24.3896424,9,13.91,69.29960309,91.94690327,5.608,6.601,Yes,25°59'34.26"N,4°41'29.00"W,26°58'55.45"N,5°25'34.75"W,26°36'27.90"N,3°33'33.77"W,24°59'29.15"N,3°58'18.73"W,25°22'01.02"N,5°48'46.62"W,25.99285,-4.69139,26.98207,-5.42632,26.60775,-3.55938,24.99143,-3.97187,25.36695,-5.81295
208,LO81990432013168LGN00,LO81990432013168LGN00,1,N,LO81990432013168LGN00, 199, 043, 199, 043,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:49:18.3895818,2013:168:10:49:48.3898848,9,11.05,69.07031054,88.06773211,5.913,5.903,Yes,24°33'11.63"N,5°02'39.23"W,25°32'31.81"N,5°46'17.18"W,25°10'11.24"N,3°55'35.90"W,23°33'08.93"N,4°19'53.29"W,23°55'34.54"N,6°09'08.17"W,24.55323,-5.04423,25.54217,-5.77144,25.16979,-3.92664,23.55248,-4.33147,23.92626,-6.15227
209,LO81990442013168LGN00,LO81990442013168LGN00,1,N,LO81990442013168LGN00, 199, 044, 199, 044,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:49:42.3898242,2013:168:10:50:12.3901212,9,0,68.74831763,84.29660832,8.304,7.739,Yes,23°06'45.68"N,5°23'29.40"W,24°06'04.50"N,6°06'40.36"W,23°43'50.45"N,4°17'14.03"W,22°06'44.89"N,4°41'06.32"W,22°29'04.60"N,6°29'12.62"W,23.11269,-5.3915,24.10125,-6.11121,23.73068,-4.28723,22.11247,-4.68509,22.48461,-6.48684
210,LO81990452013168LGN00,LO81990452013168LGN00,1,N,LO81990452013168LGN00, 199, 045, 199, 045,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:50:06.3900606,2013:168:10:50:35.3903535,9,0,68.33790779,80.66062867,6.753,6.61,Yes,21°40'17.08"N,5°44'00.56"W,22°39'35.06"N,6°26'46.86"W,22°17'27.02"N,4°38'29.98"W,20°40'18.59"N,5°01'59.12"W,21°02'32.82"N,6°49'02.17"W,21.67141,-5.73349,22.65974,-6.44635,22.29084,-4.64166,20.67183,-5.03309,21.04245,-6.81727
211,LO81990462013168LGN00,LO81990462013168LGN00,1,N,LO81990462013168LGN00, 199, 046, 199, 046,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:50:30.3903030,2013:168:10:50:59.3905959,9,14.92,67.84394253,77.18102504,9.574,8.794,Yes,20°13'46.60"N,6°04'14.74"W,21°13'03.65"N,6°46'38.10"W,20°51'00.90"N,4°59'24.86"W,19°13'49.84"N,5°22'32.66"W,19°35'59.28"N,7°08'37.93"W,20.22961,-6.07076,21.21768,-6.77725,20.85025,-4.99024,19.23051,-5.37574,19.5998,-7.14387
212,LO81990472013168LGN00,LO81990472013168LGN00,1,N,LO81990472013168LGN00, 199, 047, 199, 047,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:50:53.3905353,2013:168:10:51:23.3908323,9,20.57,67.27196347,73.87229753,12.197,14.027,Yes,18°47'13.88"N,6°24'13.10"W,19°46'30.32"N,7°06'15.23"W,19°24'32.54"N,5°20'01.03"W,17°47'18.78"N,5°42'49.36"W,18°09'23.76"N,7°28'01.20"W,18.78719,-6.40364,19.77509,-7.10423,19.40904,-5.33362,17.78855,-5.71371,18.1566,-7.467
213,LO81990482013168LGN00,LO81990482013168LGN00,1,N,LO81990482013168LGN00, 199, 048, 199, 048,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:51:17.3907717,2013:168:10:51:47.3910747,9,16.01,66.62773464,70.74425179,5.921,6.873,Yes,17°20'40.20"N,6°43'57.32"W,18°19'56.17"N,7°25'39.72"W,17°58'02.82"N,5°40'19.52"W,16°20'46.72"N,6°02'50.03"W,16°42'47.77"N,7°47'13.34"W,17.3445,-6.73259,18.33227,-7.4277,17.96745,-5.67209,16.34631,-6.04723,16.71327,-7.78704
214,LO81990492013168LGN00,LO81990492013168LGN00,1,N,LO81990492013168LGN00, 199, 049, 199, 049,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:51:41.3910141,2013:168:10:52:11.3913111,9,1.54,65.91698158,67.79989074,6.888,6.114,Yes,15°54'04.03"N,7°03'28.76"W,16°53'19.43"N,7°44'53.20"W,16°31'30.11"N,6°00'22.32"W,14°54'11.95"N,6°22'36.59"W,15°16'09.37"N,8°06'15.88"W,15.90112,-7.05799,16.88873,-7.74811,16.52503,-6.0062,14.90332,-6.37683,15.26927,-8.10441
215,LO81990502013168LGN00,LO81990502013168LGN00,1,N,LO81990502013168LGN00, 199, 050, 199, 050,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:52:05.3912505,2013:168:10:52:35.3915535,9,8.09,65.14529405,65.03902498,5.062,4.384,Yes,14°27'25.27"N,7°22'49.08"W,15°26'40.49"N,8°03'57.06"W,15°04'54.73"N,6°20'10.79"W,13°27'34.74"N,6°42'10.33"W,13°49'28.99"N,8°25'10.16"W,14.45702,-7.3803,15.44458,-8.06585,15.08187,-6.33633,13.45965,-6.70287,13.82472,-8.41949
216,LO81990512013168LGN00,LO81990512013168LGN00,1,N,LO81990512013168LGN00, 199, 051, 199, 051,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:52:29.3914929,2013:168:10:52:59.3917959,9,16.69,64.31825472,62.45839546,5.289,5.148,Yes,13°00'44.50"N,7°41'59.10"W,13°59'59.42"N,8°22'52.75"W,13°38'16.69"N,6°39'46.04"W,12°00'55.15"N,7°01'32.12"W,12°22'46.78"N,8°43'57.43"W,13.01236,-7.69975,13.99984,-8.38132,13.63797,-6.66279,12.01532,-7.02559,12.37966,-8.73262
217,LO81990192013168LGN00,LO81990192013168LGN00,1,N,LO81990192013168LGN00, 199, 019, 199, 019,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:10:39:45.3838545,2013:168:10:40:14.3841414,9,6.07,53.65118626,159.62977412,5.034,5.507,Yes,58°42'14.62"N,7°14'42.32"E,59°44'23.17"N,6°06'50.33"E,59°12'12.13"N,9°20'00.02"E,57°38'57.84"N,8°18'04.28"E,58°10'16.90"N,5°12'51.55"E,58.70406,7.24509,59.73977,6.11398,59.20337,9.33334,57.6494,8.30119,58.17136,5.21432
218,LO82150632013168LGN00,LO82150632013168LGN00,1,N,LO82150632013168LGN00, 215, 063, 215, 063,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:12:36:09.4536909,2013:168:12:36:39.4539939,9,3.25,51.59385386,42.61851596,12.877,8.28,Yes,4°20'20.18"S,36°08'23.60"W,3°21'02.27"S,36°48'21.38"W,3°42'36.14"S,35°07'43.86"W,5°20'00.28"S,35°28'22.22"W,4°58'13.94"S,37°09'12.53"W,-4.33894,-36.13989,-3.35063,-36.80594,-3.71004,-35.12885,-5.33341,-35.47284,-4.97054,-37.15348
219,LO82150642013168LGN00,LO82150642013168LGN00,1,N,LO82150642013168LGN00, 215, 064, 215, 064,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:12:36:33.4539333,2013:168:12:37:03.4542303,9,10.21,50.38852985,41.63782061,6.878,4.437,Yes,5°47'06.50"S,36°26'55.25"W,4°47'47.83"S,37°06'57.89"W,5°09'23.08"S,35°26'06.94"W,6°46'46.16"S,35°46'46.52"W,6°24'58.18"S,37°27'54.76"W,-5.78514,-36.44868,-4.79662,-37.11608,-5.15641,-35.43526,-6.77949,-35.77959,-6.41616,-37.46521
220,LO82150712013168LGN00,LO82150712013168LGN00,1,N,LO82150712013168LGN00, 215, 071, 215, 071,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:12:39:20.4556020,2013:168:12:39:50.4559050,9,19.61,41.63426026,36.53304851,4.732,6.188,Yes,15°54'02.45"S,38°39'20.30"W,14°54'37.33"S,39°20'37.90"W,15°16'31.48"S,37°36'17.82"W,16°53'41.24"S,37°57'38.12"W,16°31'32.02"S,39°42'48.89"W,-15.90068,-38.65564,-14.91037,-39.34386,-15.27541,-37.60495,-16.89479,-37.96059,-16.52556,-39.71358
221,LO82150722013168LGN00,LO82150722013168LGN00,1,N,LO82150722013168LGN00, 215, 072, 215, 072,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:12:39:44.4558444,2013:168:12:40:14.4561414,9,13.44,40.34886514,36.01078931,6.475,6.73,Yes,17°20'39.37"S,38°58'51.92"W,16°21'13.18"S,39°40'26.94"W,16°43'11.82"S,37°55'18.41"W,18°20'18.53"S,38°16'49.44"W,17°58'04.40"S,40°02'53.95"W,-17.34427,-38.98109,-16.35366,-39.67415,-16.71995,-37.92178,-18.33848,-38.2804,-17.96789,-40.04832
222,LO82150732013168LGN00,LO82150732013168LGN00,1,N,LO82150732013168LGN00, 215, 073, 215, 073,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:12:40:08.4560808,2013:168:12:40:38.4563838,9,5.01,39.05666667,35.53166542,7.275,6.564,Yes,18°47'15.14"S,39°18'36.25"W,17°47'47.22"S,40°00'30.28"W,18°09'50.58"S,38°14'29.26"W,19°46'54.66"S,38°36'12.17"W,19°24'35.32"S,40°23'14.64"W,-18.78754,-39.31007,-17.79645,-40.00841,-18.16405,-38.24146,-19.78185,-38.60338,-19.40981,-40.3874
223,LO82150742013168LGN00,LO82150742013168LGN00,1,N,LO82150742013168LGN00, 215, 074, 215, 074,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:12:40:32.4563232,2013:168:12:41:02.4566202,9,5.89,37.7586811,35.09380005,5.863,5.398,Yes,20°13'47.53"S,39°38'34.62"W,19°14'18.20"S,40°20'48.62"W,19°36'26.75"S,38°33'50.40"W,21°13'27.52"S,38°55'46.96"W,20°51'02.56"S,40°43'52.28"W,-20.22987,-39.64295,-19.23839,-40.34684,-19.60743,-38.564,-21.22431,-38.92971,-20.85071,-40.73119
224,LO82150752013168LGN00,LO82150752013168LGN00,1,N,LO82150752013168LGN00, 215, 075, 215, 075,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:12:40:56.4565656,2013:168:12:41:26.4568626,9,9.45,36.45522579,34.69511364,5.779,3.768,Yes,21°40'17.18"S,39°58'48.22"W,20°40'46.13"S,40°41'24.61"W,21°03'00.32"S,38°53'23.89"W,22°39'57.74"S,39°15'35.53"W,22°17'26.59"S,41°04'49.19"W,-21.67144,-39.98006,-20.67948,-40.69017,-21.05009,-38.88997,-22.66604,-39.25987,-22.29072,-41.08033
225,LO82150342013168LGN00,LO82150342013168LGN00,1,N,LO82150342013168LGN00, 215, 034, 215, 034,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:12:24:36.4467636,2013:168:12:25:06.4470606,9,14.5,67.69830099,122.80129547,7.273,6.875,Yes,37°28'28.70"N,26°18'39.71"W,38°28'11.06"N,27°08'01.64"W,38°04'12.58"N,25°00'42.70"W,36°27'53.75"N,25°30'51.52"W,36°51'48.71"N,27°35'28.25"W,37.47464,-26.31103,38.46974,-27.13379,38.07016,-25.01186,36.46493,-25.51431,36.86353,-27.59118
226,LO81830522013168LGN00,LO81830522013168LGN00,1,N,LO81830522013168LGN00, 183, 052, 183, 052,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:14:00.3324000,2013:168:09:14:30.3327030,9,3.4,63.44547744,60.05375594,6.58,4.576,Yes,11°34'04.22"N,16°42'16.02"E,12°33'18.97"N,16°01'34.86"E,12°11'38.90"N,17°44'07.04"E,10°34'16.14"N,17°22'33.13"E,10°56'05.50"N,15°40'37.52"E,11.56784,16.70445,12.55527,16.02635,12.19414,17.73529,10.57115,17.37587,10.93486,15.67709
